182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182
182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182
182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182
182, 182, 182, 182, 181, 182, 181, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182
182, 182, 182, 727, 727, 727, 727, 727, 727, 727, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182
182, 182, 182, 727, 182, 182, 182, 182, 182, 727, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182
182, 182, 182, 727, 182, 182, 182, 182, 182, 727, 182, 182, 182, 182, 182, 182, 182, 182, 182, 182
182, 182, 182, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727
182, 182, 182, 182, 182, 182, 182, 182, 182, 727, 182, 358, 359, 359, 359, 359, 359, 359, 360, 181
181, 182, 728, 726, 726, 726, 726, 727, 729, 726, 182, 390, 456, 456, 456, 456, 456, 456, 327, 359
182, 182, 726, 182, 182, 182, 182, 182, 182, 182, 182, 422, 423, 423, 296, 456, 456, 456, 456, 456
182, 182, 727, 182, 182, 182, 182, 182, 182, 294, 326, 182, 182, 182, 390, 456, 456, 456, 456, 456
182, 182, 726, 182, 182, 182, 182, 182, 182, 358, 360, 182, 182, 182, 390, 456, 456, 456, 456, 456
182, 182, 726, 181, 182, 182, 358, 359, 359, 328, 327, 359, 359, 359, 328, 456, 456, 456, 456, 456
182, 182, 726, 182, 182, 182, 390, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456
728, 728, 727, 182, 182, 182, 390, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456
182, 182, 182, 182, 182, 182, 390, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456
182, 182, 182, 181, 182, 358, 328, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456
359, 359, 359, 359, 359, 328, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456
456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456, 456
